date,sales,customer_segment,purchase_amount,feature1,feature2,feature3,target
2023-04-10,316,Segment B,171.63,81,238,0.973,481.02
2023-04-11,835,Segment B,241.26,12,261,0.735,293.34
2023-04-12,676,Segment C,21.29,45,339,0.6,819.96
2023-04-13,310,Segment B,185.77,88,108,0.537,140.54
2023-04-14,910,Segment A,417.83,79,381,0.318,742.31
2023-04-15,123,Segment B,341.67,88,345,0.859,373.83
2023-04-16,440,Segment A,75.85,62,414,0.601,849.6
2023-04-17,627,Segment A,111.16,62,330,0.387,513.64
2023-04-18,723,Segment B,280.74,47,441,0.701,872.75
2023-04-19,445,Segment A,83.89,23,439,0.87,902.45
2023-04-20,172,Segment C,417.36,56,292,0.797,176.88
2023-04-21,361,Segment B,349.98,35,365,0.322,148.16
2023-04-22,525,Segment A,484.56,49,467,0.957,769.51
2023-04-23,449,Segment B,281.39,11,371,0.627,994.02
2023-04-24,227,Segment A,319.86,35,67,0.234,915.84
2023-04-25,243,Segment B,17.84,19,163,0.763,870.41
2023-04-26,929,Segment C,321.58,45,132,0.227,652.15
2023-04-27,792,Segment C,237.95,60,192,0.795,616.44
2023-04-28,252,Segment A,120.54,80,428,0.689,362.36
2023-04-29,308,Segment A,201.65,88,300,0.659,243.2
2023-04-30,589,Segment B,409.07,65,159,0.48,320.91
2023-05-01,755,Segment B,41.21,40,205,0.838,209.41
2023-05-02,147,Segment A,199.5,32,420,0.453,787.85
2023-05-03,649,Segment A,465.45,21,62,0.248,967.58
2023-05-04,350,Segment B,56.92,57,125,0.317,339.6
2023-05-05,899,Segment A,158.73,20,407,0.346,681.93
2023-05-06,863,Segment C,452.89,9,326,0.334,315.44
2023-05-07,962,Segment B,425.06,87,142,0.944,732.63
2023-05-08,911,Segment A,335.28,13,70,0.566,969.12
2023-05-09,993,Segment A,427.15,10,189,0.253,398.22
2023-05-10,377,Segment C,131.12,95,91,0.419,857.14
2023-05-11,913,Segment C,171.24,27,254,0.545,735.41
2023-05-12,405,Segment B,278.66,35,122,0.7,556.22
2023-05-13,577,Segment B,292.03,69,467,0.136,457.15
2023-05-14,265,Segment A,301.91,57,245,0.666,467.85
2023-05-15,578,Segment B,441.88,64,72,0.116,651.61
2023-05-16,115,Segment A,288.42,53,119,0.586,169.87
2023-05-17,484,Segment A,89.77,38,336,0.486,612.62
2023-05-18,586,Segment B,320.21,38,335,0.283,478.5
2023-05-19,153,Segment C,470.87,82,82,0.649,551.03
2023-05-20,803,Segment C,11.07,68,433,0.523,864.3
2023-05-21,450,Segment A,247.89,12,189,0.279,395.07
2023-05-22,137,Segment C,82.98,5,285,0.804,511.81
2023-05-23,835,Segment C,188.61,62,187,0.187,391.83
2023-05-24,261,Segment B,309.84,43,269,0.738,518.31
2023-05-25,616,Segment A,222.86,81,383,0.199,176.5
2023-05-26,570,Segment B,43.59,17,435,0.866,504.32
2023-05-27,506,Segment C,438.4,36,395,0.129,816.04
2023-05-28,716,Segment C,81.04,90,227,0.282,248.97
2023-05-29,827,Segment B,125.09,86,387,0.804,700.62
2023-05-30,424,Segment C,333.16,28,74,0.813,500.35
2023-05-31,958,Segment A,374.84,44,339,0.35,488.75
2023-06-01,776,Segment A,379.22,86,96,0.32,147.9
2023-06-02,219,Segment A,214.91,83,423,0.337,343.31
2023-06-03,577,Segment C,472.62,35,109,0.653,839.13
2023-06-04,734,Segment A,341.11,57,167,0.15,511.01
2023-06-05,867,Segment A,427.48,29,325,0.203,477.26
2023-06-06,911,Segment B,298.49,27,419,0.47,912.98
2023-06-07,796,Segment A,152.94,15,57,0.879,252.05
2023-06-08,692,Segment B,274.16,80,67,0.167,845.09
2023-06-09,467,Segment B,314.89,96,201,0.727,774.07
2023-06-10,460,Segment A,283.93,4,496,0.366,195.29
2023-06-11,350,Segment A,308.5,26,75,0.772,519.1
2023-06-12,943,Segment C,393.65,83,462,0.416,150.33
2023-06-13,563,Segment B,237.1,1,236,0.66,517.89
2023-06-14,281,Segment B,259.58,90,161,0.79,381.92
2023-06-15,482,Segment A,351.36,95,470,0.891,472.33
2023-06-16,844,Segment C,39.44,65,222,0.351,253.26
2023-06-17,213,Segment B,139.84,15,219,0.766,113.68
2023-06-18,316,Segment C,419.93,93,362,0.479,419.84
2023-06-19,620,Segment A,104.01,33,66,0.685,539.2
2023-06-20,723,Segment B,174.32,52,244,0.247,990.01
2023-06-21,417,Segment C,86.34,32,489,0.101,787.96
2023-06-22,143,Segment B,312.68,41,160,0.641,844.43
2023-06-23,193,Segment B,169.14,96,196,0.681,258.97
2023-06-24,858,Segment A,157.31,36,469,0.955,952.74
2023-06-25,120,Segment A,13.49,64,137,0.635,229.33
2023-06-26,126,Segment B,308.29,93,142,0.688,472.24
2023-06-27,499,Segment C,90.7,52,385,0.769,270.15
2023-06-28,853,Segment A,236.36,21,83,0.91,694.68
2023-06-29,415,Segment C,485.47,71,135,0.684,342.45
2023-06-30,292,Segment A,328.1,14,445,0.39,354.9
2023-07-01,545,Segment C,244.47,61,394,0.259,820.63
2023-07-02,930,Segment B,478.4,51,268,0.531,254.47
2023-07-03,862,Segment A,478.24,44,495,0.558,593.29
2023-07-04,670,Segment B,108.84,16,231,0.257,975.9
2023-07-05,906,Segment C,255.52,26,217,0.736,352.02
2023-07-06,593,Segment C,393.78,75,273,0.315,753.56
2023-07-07,754,Segment B,310.54,93,129,0.575,954.92
2023-07-08,388,Segment B,197.53,38,283,0.568,835.91
2023-07-09,604,Segment A,312.35,36,329,0.243,763.85
2023-07-10,497,Segment B,345.03,50,441,0.51,868.57
2023-07-11,529,Segment C,304.03,54,240,0.701,928.87
2023-07-12,996,Segment B,142.88,63,71,0.606,502.96
2023-07-13,104,Segment A,73.07,32,239,0.522,778.81
2023-07-14,894,Segment A,48.3,66,448,0.231,795.0
2023-07-15,839,Segment B,261.28,93,262,0.44,375.62
2023-07-16,670,Segment A,164.6,30,214,0.503,195.94
2023-07-17,944,Segment A,418.72,41,351,0.555,557.6
2023-07-18,530,Segment A,89.37,27,191,0.136,867.67
2023-07-19,711,Segment C,241.8,91,335,0.202,456.2
2023-07-20,319,Segment B,454.7,85,119,0.923,411.9
2023-07-21,540,Segment A,251.86,12,125,0.161,368.47
2023-07-22,949,Segment A,448.48,15,324,0.44,496.5
2023-07-23,942,Segment B,130.56,43,378,0.277,459.26
2023-07-24,140,Segment C,157.61,23,226,0.486,985.85
2023-07-25,307,Segment A,73.8,33,438,0.963,889.87
2023-07-26,655,Segment B,474.24,5,320,0.585,108.2
2023-07-27,836,Segment C,200.84,72,212,0.329,381.23
2023-07-28,159,Segment B,232.5,51,257,0.107,147.89
2023-07-29,882,Segment C,152.04,15,363,0.598,299.3
2023-07-30,293,Segment A,263.37,52,237,0.462,410.61
2023-07-31,253,Segment C,89.8,43,56,0.969,154.58
2023-08-01,854,Segment B,358.19,86,413,0.732,213.87
2023-08-02,891,Segment A,19.07,14,94,0.263,572.81
2023-08-03,472,Segment B,408.78,76,210,0.529,115.41
2023-08-04,233,Segment A,167.03,5,407,0.699,363.06
2023-08-05,141,Segment A,351.85,89,460,0.266,429.45
2023-08-06,414,Segment A,265.2,3,69,0.288,517.76
2023-08-07,199,Segment B,350.57,93,322,0.597,767.31
2023-08-08,213,Segment B,368.6,32,458,0.436,441.92
2023-08-09,266,Segment B,52.62,8,497,0.626,663.01
2023-08-10,563,Segment A,258.47,97,456,0.461,305.51
2023-08-11,470,Segment B,82.3,15,272,0.744,209.74
2023-08-12,195,Segment C,215.96,11,140,0.919,203.02
2023-08-13,924,Segment A,133.16,50,306,0.154,978.6
2023-08-14,839,Segment C,308.33,47,60,0.803,535.42
2023-08-15,550,Segment A,451.64,80,94,0.951,626.4
2023-08-16,629,Segment B,384.56,7,400,0.454,706.08
2023-08-17,513,Segment C,130.24,73,398,0.346,956.42
2023-08-18,955,Segment B,30.16,96,323,0.231,739.05
2023-08-19,694,Segment A,80.32,30,271,0.953,370.64
2023-08-20,716,Segment B,260.21,67,367,0.781,664.75
2023-08-21,802,Segment A,494.48,85,178,0.66,980.16
2023-08-22,687,Segment A,165.95,69,222,0.577,768.0
2023-08-23,131,Segment B,492.02,80,310,0.628,570.95
2023-08-24,122,Segment A,198.85,65,487,0.474,809.25
2023-08-25,735,Segment B,309.2,41,73,0.657,146.29
2023-08-26,354,Segment C,439.13,63,166,0.524,810.34
2023-08-27,410,Segment A,115.31,40,382,0.13,215.6
2023-08-28,233,Segment C,62.63,53,54,0.399,431.68
2023-08-29,387,Segment C,489.13,24,457,0.395,797.09
2023-08-30,710,Segment A,235.66,69,245,0.648,384.66
2023-08-31,617,Segment A,419.51,98,406,0.311,938.95
2023-09-01,868,Segment B,367.25,53,383,0.238,629.74
2023-09-02,582,Segment A,297.12,4,376,0.898,448.57
2023-09-03,697,Segment A,496.38,70,407,0.662,280.31
2023-09-04,999,Segment A,271.41,14,247,0.454,854.56
2023-09-05,601,Segment B,145.54,28,445,0.893,816.43
2023-09-06,952,Segment B,357.13,87,99,0.943,405.19
2023-09-07,656,Segment A,50.33,7,372,0.759,343.21
2023-09-08,789,Segment C,429.33,80,284,0.145,156.8
2023-09-09,797,Segment B,330.74,86,187,0.452,272.55
2023-09-10,931,Segment A,398.81,75,295,0.519,846.54
2023-09-11,122,Segment B,43.95,31,135,0.784,740.19
2023-09-12,579,Segment C,168.24,48,498,0.166,653.84
2023-09-13,421,Segment C,78.41,86,349,0.567,739.39
2023-09-14,153,Segment C,464.66,97,269,0.111,687.27
2023-09-15,130,Segment A,152.92,73,472,0.832,445.12
2023-09-16,447,Segment B,467.66,70,428,0.876,861.67
2023-09-17,797,Segment C,429.8,60,206,0.506,364.32
2023-09-18,374,Segment A,445.36,92,181,0.939,513.55
2023-09-19,424,Segment B,393.38,44,144,0.591,204.7
2023-09-20,847,Segment A,279.09,87,113,0.864,495.78
2023-09-21,305,Segment C,243.56,27,409,0.766,430.46
2023-09-22,651,Segment B,367.85,89,208,0.547,883.95
2023-09-23,139,Segment B,166.59,43,187,0.366,781.79
2023-09-24,151,Segment C,375.01,33,403,0.522,285.72
2023-09-25,293,Segment B,128.63,74,129,0.707,997.76
2023-09-26,102,Segment C,197.43,46,368,0.601,718.07
2023-09-27,519,Segment C,477.25,61,204,0.863,920.2
2023-09-28,659,Segment B,211.09,26,130,0.238,731.61
2023-09-29,763,Segment C,477.5,48,474,0.119,677.26
2023-09-30,446,Segment B,55.43,37,80,0.35,813.51
2023-10-01,538,Segment C,251.98,23,215,0.165,461.84
2023-10-02,245,Segment B,73.02,77,414,0.698,614.91
2023-10-03,159,Segment B,86.69,47,86,0.61,378.68
2023-10-04,106,Segment A,57.66,76,432,0.118,900.67
2023-10-05,702,Segment B,112.75,90,306,0.409,996.64
2023-10-06,977,Segment C,227.09,11,388,0.135,307.81
2023-10-07,534,Segment C,148.43,5,402,0.172,599.25
2023-10-08,787,Segment B,217.07,41,381,0.286,201.07
2023-10-09,452,Segment B,189.69,48,303,0.394,174.74
2023-10-10,119,Segment C,133.0,93,201,0.305,303.87
2023-10-11,108,Segment B,63.03,72,499,0.825,469.28
2023-10-12,569,Segment A,357.59,88,153,0.517,921.2
2023-10-13,791,Segment B,240.48,31,368,0.797,900.79
2023-10-14,215,Segment C,220.48,6,196,0.615,506.42
2023-10-15,977,Segment B,21.28,81,285,0.503,811.25
2023-10-16,376,Segment B,68.06,96,232,0.549,496.34
2023-10-17,765,Segment B,292.35,77,417,0.481,933.07
2023-10-18,534,Segment A,208.52,89,430,0.833,129.58
2023-10-19,174,Segment C,109.07,74,413,0.415,125.5
2023-10-20,867,Segment C,168.66,19,481,0.607,955.36
2023-10-21,143,Segment C,339.2,25,428,0.396,966.34
2023-10-22,400,Segment A,253.14,68,237,0.801,804.78
2023-10-23,359,Segment C,129.4,23,206,0.863,416.22
2023-10-24,601,Segment B,39.9,51,322,0.611,354.37
2023-10-25,482,Segment B,117.12,67,221,0.472,989.26
2023-10-26,670,Segment B,285.73,58,329,0.731,843.38
2023-10-27,323,Segment C,407.61,68,440,0.709,161.63
2023-10-28,349,Segment B,244.22,55,323,0.802,884.77
2023-10-29,481,Segment C,74.38,70,60,0.746,710.04
2023-10-30,247,Segment B,159.51,82,440,0.281,257.44
2023-10-31,375,Segment B,283.86,15,468,0.677,655.46
2023-11-01,948,Segment C,328.58,70,415,0.976,778.97
2023-11-02,435,Segment C,55.96,10,446,0.419,957.39
2023-11-03,692,Segment C,416.46,81,334,0.314,589.24
2023-11-04,358,Segment B,159.9,94,455,0.883,517.49
2023-11-05,610,Segment A,89.67,97,57,0.478,555.66
2023-11-06,534,Segment B,136.1,15,261,0.699,347.97
2023-11-07,935,Segment B,99.8,87,300,0.345,513.29
2023-11-08,927,Segment C,412.66,94,363,0.381,917.79
2023-11-09,177,Segment A,372.34,73,356,0.318,136.48
2023-11-10,296,Segment C,395.33,71,239,0.214,423.82
2023-11-11,754,Segment C,380.74,79,188,0.809,533.08
2023-11-12,284,Segment B,75.99,15,276,0.671,394.38
2023-11-13,573,Segment A,58.5,46,175,0.872,857.65
2023-11-14,850,Segment B,476.01,64,429,0.642,699.87
2023-11-15,993,Segment A,110.88,19,139,0.594,941.15
2023-11-16,311,Segment C,451.24,21,301,0.799,981.26
2023-11-17,607,Segment C,211.15,85,436,0.567,847.64
2023-11-18,745,Segment B,243.9,38,68,0.387,744.3
2023-11-19,420,Segment A,144.38,12,448,0.406,506.41
2023-11-20,198,Segment C,267.18,91,89,0.362,637.88
2023-11-21,763,Segment B,337.98,5,149,0.303,379.73
2023-11-22,840,Segment B,114.69,60,462,0.251,157.75
2023-11-23,213,Segment A,480.77,70,379,0.846,318.68
2023-11-24,539,Segment A,137.43,7,66,0.435,135.43
2023-11-25,763,Segment B,223.89,88,461,0.408,332.12
2023-11-26,202,Segment C,104.94,50,224,0.679,862.06
2023-11-27,977,Segment B,352.21,46,72,0.413,153.8
2023-11-28,417,Segment C,196.11,59,374,0.577,890.68
2023-11-29,398,Segment A,123.51,18,81,0.184,523.77
2023-11-30,168,Segment B,196.09,38,148,0.476,361.53
2023-12-01,426,Segment C,284.16,37,305,0.623,276.09
2023-12-02,504,Segment A,432.67,41,330,0.28,350.01
2023-12-03,435,Segment A,18.71,81,353,0.231,346.57
2023-12-04,584,Segment B,25.55,52,431,0.357,861.71
2023-12-05,320,Segment B,43.8,58,322,0.192,784.52
2023-12-06,843,Segment C,92.18,9,182,0.731,165.77
2023-12-07,450,Segment B,256.63,4,399,0.743,972.65
2023-12-08,208,Segment B,271.05,95,66,0.643,877.31
2023-12-09,180,Segment A,244.13,71,173,0.252,289.46
2023-12-10,599,Segment C,330.71,26,188,0.737,792.86
2023-12-11,987,Segment B,150.28,86,403,0.223,343.39
2023-12-12,830,Segment A,52.37,6,456,0.472,760.22
2023-12-13,524,Segment B,277.3,8,245,0.477,508.19
2023-12-14,816,Segment B,27.49,70,79,0.586,356.59
2023-12-15,222,Segment C,299.43,39,205,0.212,323.84
2023-12-16,569,Segment B,217.07,49,61,0.926,458.78
2023-12-17,755,Segment A,352.11,1,218,0.691,296.26
2023-12-18,478,Segment C,499.06,89,346,0.982,790.67
2023-12-19,960,Segment B,303.22,3,327,0.159,891.63
2023-12-20,927,Segment C,245.85,94,366,0.819,115.43
2023-12-21,275,Segment A,273.35,26,470,0.299,300.54
2023-12-22,379,Segment A,45.68,38,345,0.515,355.54
2023-12-23,960,Segment B,61.59,94,204,0.453,445.39
2023-12-24,201,Segment B,410.36,45,85,0.654,170.26
2023-12-25,512,Segment A,456.6,36,151,0.22,908.34
2023-12-26,738,Segment A,204.25,79,325,0.709,493.77
2023-12-27,592,Segment A,243.59,34,360,0.365,217.81
2023-12-28,107,Segment C,172.36,6,287,0.784,878.3
2023-12-29,393,Segment C,313.65,49,482,0.82,139.63
2023-12-30,337,Segment B,130.18,8,441,0.437,946.47
2023-12-31,239,Segment A,135.97,55,91,0.136,494.32
2023-01-01,884,Segment C,303.55,14,75,0.365,457.84
2023-01-02,503,Segment B,489.49,56,222,0.799,299.34
2023-01-03,954,Segment C,40.56,18,381,0.294,236.66
2023-01-04,122,Segment B,243.64,59,474,0.957,494.51
2023-01-05,386,Segment A,270.79,3,144,0.403,467.03
2023-01-06,444,Segment A,221.16,97,97,0.853,402.79
2023-01-07,253,Segment C,423.25,73,147,0.802,132.39
2023-01-08,554,Segment A,425.43,79,441,0.563,518.05
2023-01-09,540,Segment B,487.64,48,141,0.488,502.23
2023-01-10,906,Segment C,198.05,40,234,0.196,643.74
2023-01-11,991,Segment B,452.83,81,253,0.478,813.75
2023-01-12,542,Segment B,205.4,85,117,0.772,421.88
2023-01-13,519,Segment A,313.64,34,455,0.759,568.2
2023-01-14,461,Segment A,21.79,91,279,0.852,666.26
2023-01-15,711,Segment B,169.55,50,354,0.667,122.17
2023-01-16,909,Segment A,316.01,14,337,0.303,369.01
2023-01-17,262,Segment C,60.93,30,105,0.172,821.59
2023-01-18,889,Segment C,409.84,70,440,0.468,881.11
2023-01-19,246,Segment A,349.3,45,471,0.938,368.67
2023-01-20,739,Segment B,292.02,81,183,0.747,638.34
2023-01-21,987,Segment C,184.23,49,301,0.742,446.09
2023-01-22,624,Segment A,34.33,56,186,0.728,919.68
2023-01-23,947,Segment A,375.2,22,310,0.766,763.85
2023-01-24,421,Segment C,147.03,13,83,0.517,761.37
2023-01-25,615,Segment B,115.41,67,242,0.471,505.19
2023-01-26,208,Segment B,455.37,7,470,0.766,869.37
2023-01-27,625,Segment C,379.0,35,333,0.246,675.82
2023-01-28,440,Segment C,129.19,47,69,0.45,340.44
2023-01-29,907,Segment B,214.36,33,307,0.592,341.63
2023-01-30,760,Segment A,96.3,9,236,0.397,474.02
2023-01-31,674,Segment A,413.41,78,295,0.604,111.57
2023-02-01,122,Segment A,363.06,29,165,0.465,796.64
2023-02-02,728,Segment C,169.24,45,493,0.566,456.65
2023-02-03,426,Segment B,464.59,41,311,0.436,415.41
2023-02-04,995,Segment A,285.88,90,469,0.638,633.06
2023-02-05,942,Segment A,27.1,40,425,0.117,843.49
2023-02-06,923,Segment C,70.8,36,429,0.715,434.18
2023-02-07,147,Segment B,289.06,13,367,0.81,327.21
2023-02-08,106,Segment C,491.53,2,387,0.773,615.69
2023-02-09,323,Segment A,437.25,99,123,0.827,348.4
2023-02-10,752,Segment B,328.51,50,50,0.597,156.03
2023-02-11,833,Segment B,22.98,93,404,0.65,865.66
2023-02-12,340,Segment B,59.8,92,398,0.906,215.68
2023-02-13,492,Segment B,311.73,64,282,0.316,159.28
2023-02-14,253,Segment A,388.08,69,355,0.259,551.62
2023-02-15,127,Segment B,53.77,47,214,0.426,559.0
2023-02-16,273,Segment C,459.85,10,159,0.179,623.92
2023-02-17,898,Segment B,478.48,77,177,0.931,152.81
2023-02-18,407,Segment A,345.86,66,385,0.449,353.88
2023-02-19,354,Segment C,407.99,38,318,0.253,749.16
2023-02-20,997,Segment B,316.68,10,277,0.201,938.09
2023-02-21,914,Segment B,481.31,83,424,0.323,337.61
2023-02-22,726,Segment C,336.82,39,179,0.177,869.37
2023-02-23,334,Segment B,312.44,46,383,0.805,230.16
2023-02-24,907,Segment A,215.8,60,204,0.82,258.57
2023-02-25,117,Segment C,380.84,7,87,0.529,761.36
2023-02-26,127,Segment C,386.61,90,262,0.257,822.57
2023-02-27,741,Segment A,168.03,36,283,0.247,880.25
2023-02-28,965,Segment B,462.89,64,277,0.281,513.94
2023-03-01,627,Segment C,220.36,52,294,0.186,567.72
2023-03-02,357,Segment A,49.98,83,322,0.478,197.29
2023-03-03,135,Segment C,89.75,76,263,0.435,974.3
2023-03-04,148,Segment B,92.67,52,491,0.178,383.47
2023-03-05,622,Segment B,350.6,40,419,0.884,442.49
2023-03-06,269,Segment A,423.88,51,150,0.913,593.32
2023-03-07,946,Segment B,109.74,46,193,0.854,421.32
2023-03-08,486,Segment A,121.47,39,305,0.901,519.08
2023-03-09,776,Segment B,210.78,67,265,0.676,693.93
2023-03-10,591,Segment A,380.43,2,257,0.156,230.69
2023-03-11,698,Segment A,475.89,44,412,0.858,924.77
2023-03-12,194,Segment A,338.35,71,377,0.486,162.07
2023-03-13,161,Segment A,111.53,66,83,0.754,234.36
2023-03-14,465,Segment B,187.54,77,185,0.644,864.71
2023-03-15,907,Segment B,348.07,4,268,0.879,922.05
2023-03-16,429,Segment B,480.81,87,187,0.389,524.92
2023-03-17,278,Segment B,145.33,45,242,0.543,163.36
2023-03-18,551,Segment B,119.2,6,335,0.967,343.15
2023-03-19,550,Segment A,229.61,3,139,0.27,784.32
2023-03-20,887,Segment A,393.31,48,177,0.981,878.96
2023-03-21,486,Segment C,359.45,17,225,0.173,167.71
2023-03-22,987,Segment C,23.27,76,323,0.264,410.82
2023-03-23,299,Segment B,491.89,1,466,0.189,673.09
2023-03-24,368,Segment C,387.1,3,409,0.415,983.05
2023-03-25,840,Segment A,386.2,39,216,0.62,834.48
2023-03-26,300,Segment A,467.74,52,390,0.275,963.35
2023-03-27,189,Segment B,401.98,65,328,0.36,517.09
2023-03-28,174,Segment C,268.83,21,238,0.82,310.72
2023-03-29,816,Segment A,368.75,3,106,0.969,293.81
2023-03-30,736,Segment B,212.82,52,127,0.738,827.8
2023-03-31,843,Segment A,63.99,92,296,0.168,922.06
2023-04-01,611,Segment B,318.05,46,114,0.956,173.24
2023-04-02,143,Segment A,183.38,75,247,0.231,133.19
2023-04-03,599,Segment B,221.51,87,381,0.218,178.5
2023-04-04,613,Segment A,471.15,27,239,0.783,989.67
2023-04-05,138,Segment B,149.23,73,414,0.636,924.8
2023-04-06,386,Segment B,216.17,61,385,0.956,348.51
2023-04-07,941,Segment A,187.58,57,406,0.804,163.35
2023-04-08,654,Segment B,45.21,60,138,0.614,295.33
2023-04-09,322,Segment B,149.39,22,256,0.55,903.12
2023-04-10,360,Segment A,324.94,87,267,0.385,388.14
2023-04-11,744,Segment C,317.35,14,228,0.94,335.95
2023-04-12,185,Segment B,321.12,85,122,0.118,628.5
2023-04-13,450,Segment B,487.7,85,430,0.551,711.5
2023-04-14,472,Segment C,342.16,85,203,0.78,636.6
2023-04-15,492,Segment B,313.83,34,118,0.571,622.2
2023-04-16,829,Segment A,462.66,7,224,0.375,564.65
2023-04-17,672,Segment C,231.31,12,466,0.977,141.18
2023-04-18,490,Segment A,433.25,12,241,0.374,162.93
2023-04-19,915,Segment B,51.72,3,314,0.767,368.19
2023-04-20,831,Segment C,202.12,15,185,0.189,589.36
2023-04-21,793,Segment B,99.91,6,104,0.887,843.79
2023-04-22,441,Segment A,168.16,13,496,0.348,200.52
2023-04-23,477,Segment A,151.38,22,435,0.181,555.18
2023-04-24,327,Segment C,53.57,34,386,0.208,783.36
2023-04-25,576,Segment B,469.55,90,90,0.784,290.56
2023-04-26,423,Segment B,469.47,37,384,0.577,892.59
2023-04-27,669,Segment B,303.21,65,187,0.98,293.54
2023-04-28,781,Segment B,81.31,21,427,0.915,694.2
2023-04-29,513,Segment C,274.07,22,149,0.374,282.14
2023-04-30,256,Segment B,284.87,55,359,0.497,482.71
2023-05-01,600,Segment B,123.84,41,262,0.979,767.99
2023-05-02,934,Segment C,234.19,80,234,0.829,823.03
2023-05-03,186,Segment B,65.33,2,276,0.834,782.74
2023-05-04,259,Segment B,322.66,86,447,0.106,486.67
2023-05-05,830,Segment A,90.42,20,407,0.659,333.1
2023-05-06,751,Segment B,368.62,89,232,0.253,921.84
2023-05-07,990,Segment B,321.72,15,243,0.955,371.2
2023-05-08,932,Segment C,61.64,97,227,0.826,477.4
2023-05-09,795,Segment B,472.15,22,231,0.671,455.76
2023-05-10,283,Segment C,323.15,20,90,0.363,966.04
2023-05-11,112,Segment B,77.07,36,118,0.142,105.9
2023-05-12,507,Segment A,493.54,80,373,0.446,479.65
2023-05-13,885,Segment C,475.3,91,351,0.678,496.37
2023-05-14,324,Segment A,234.78,49,50,0.925,214.71
2023-05-15,606,Segment C,361.66,67,83,0.546,315.26
2023-05-16,425,Segment B,88.98,69,235,0.397,113.05
2023-05-17,344,Segment A,201.36,69,355,0.856,620.46
2023-05-18,314,Segment A,275.52,69,233,0.193,942.07
2023-05-19,855,Segment B,76.65,49,74,0.21,291.72
2023-05-20,472,Segment B,428.44,79,142,0.282,154.07
2023-05-21,372,Segment C,390.54,44,413,0.859,695.34
2023-05-22,557,Segment A,21.7,28,51,0.4,135.63
2023-05-23,594,Segment A,410.12,24,412,0.25,495.99
2023-05-24,617,Segment B,144.59,38,361,0.213,527.29
2023-05-25,459,Segment B,382.06,43,406,0.368,981.88
2023-05-26,266,Segment B,261.66,93,249,0.551,149.99
2023-05-27,854,Segment C,389.22,76,364,0.159,311.01
